record_id,age,gender,occupation,years_gaming,daily_gaming_hours,genre,primary_game,gaming_platform,monthly_spend,academic_performance,gpa,work_productivity,face_to_face_social_hours_weekly,social_isolation,exercise_hours_weekly,sleep_hours,sleep_quality,sleep_disruption,eye_strain,back_neck_pain,physical_pain,weight_change_kg,mood_state,mood_swings,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,gaming_addiction_risk_level,addiction_severity,hours_bin,title,game_id
GD0785,20,Male,Student,1,3.0,Battle Royale,fortnite,Mobile,34.88,Excellent,3.26,1.0,8.9,1,9.7,8.1,Good,Never,False,False,False,0.7,Excited,Rarely,False,False,False,Low,0,0-3h,fortnite,18204.0
GD0786,14,Female,Student,4,2.9,Mobile Games,candy crush,Mobile,0.78,Excellent,1.86,,12.3,1,9.2,8.7,Good,Always,False,False,False,0.9,Angry,Sometimes,False,False,False,Low,0,0-3h,,N/A
GD0787,15,Male,Student,5,5.8,MMO,elder scrolls online,Multi-platform,10.87,Good,1.45,,7.5,4,7.6,6.6,Fair,Often,False,False,False,0.5,Euphoric,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0788,22,Male,Student,9,5.7,RPG,elden ring,PC,44.8,Good,3.89,6.0,6.5,3,6.1,6.8,Fair,Always,False,False,False,1.9,Depressed,Often,False,False,False,Low,0,3-6h,elden ring,1245620.0
GD0788,22,Male,Student,9,5.7,RPG,elden ring,PC,44.8,Good,3.89,6.0,6.5,3,6.1,6.8,Fair,Always,False,False,False,1.9,Depressed,Often,False,False,False,Low,0,3-6h,elden ring,489212.0
GD0789,19,Male,Student,8,7.0,Strategy,sid meier's civilization vi,Console,61.59,Excellent,3.08,1.0,9.2,2,7.0,3.8,Fair,Always,False,True,True,3.3,Euphoric,Never,True,True,False,High,2,6-9h,sid meier's civilization vi,335483.0
GD0789,19,Male,Student,8,7.0,Strategy,sid meier's civilization vi,Console,61.59,Excellent,3.08,1.0,9.2,2,7.0,3.8,Fair,Always,False,True,True,3.3,Euphoric,Never,True,True,False,High,2,6-9h,sid meier's civilization vi,335482.0
GD0789,19,Male,Student,8,7.0,Strategy,sid meier's civilization vi,Console,61.59,Excellent,3.08,1.0,9.2,2,7.0,3.8,Fair,Always,False,True,True,3.3,Euphoric,Never,True,True,False,High,2,6-9h,sid meier's civilization vi,336792.0
GD0790,15,Female,Student,4,7.9,RPG,skyrim,Multi-platform,80.06,Poor,3.4,,4.6,5,7.3,4.3,Good,Often,True,True,True,0.7,Euphoric,Often,False,False,False,Low,0,6-9h,skyrim,2435.0
GD0791,20,Male,Student,3,7.0,Strategy,sid meier's civilization vi,PC,23.82,Poor,1.4,3.0,7.2,5,7.6,3.6,Very Poor,Never,True,True,True,4.0,Angry,Often,False,True,False,Moderate,1,6-9h,sid meier's civilization vi,335483.0
GD0791,20,Male,Student,3,7.0,Strategy,sid meier's civilization vi,PC,23.82,Poor,1.4,3.0,7.2,5,7.6,3.6,Very Poor,Never,True,True,True,4.0,Angry,Often,False,True,False,Moderate,1,6-9h,sid meier's civilization vi,335482.0
GD0791,20,Male,Student,3,7.0,Strategy,sid meier's civilization vi,PC,23.82,Poor,1.4,3.0,7.2,5,7.6,3.6,Very Poor,Never,True,True,True,4.0,Angry,Often,False,True,False,Moderate,1,6-9h,sid meier's civilization vi,336792.0
GD0792,34,Male,Professional,16,1.4,Mobile Games,pubg mobile,Multi-platform,48.31,Good,,9.0,13.5,1,10.4,8.3,Good,Often,False,False,False,0.3,Restless,Never,False,False,False,Low,0,0-3h,,N/A
GD0793,18,Female,Student,1,8.7,MMO,final fantasy xiv online,Console,486.6,Below Average,2.87,,2.6,5,6.6,6.0,Very Poor,Often,True,True,True,6.7,Depressed,Sometimes,True,True,False,Severe,2,6-9h,final fantasy xiv online,39210.0
GD0794,16,Female,Student,5,6.0,Battle Royale,fortnite,Console,134.04,Good,1.35,,5.5,3,6.0,6.0,Fair,Always,False,True,True,0.5,Anxious,Never,False,True,False,Moderate,1,3-6h,fortnite,18141.0
GD0794,16,Female,Student,5,6.0,Battle Royale,fortnite,Console,134.04,Good,1.35,,5.5,3,6.0,6.0,Fair,Always,False,True,True,0.5,Anxious,Never,False,True,False,Moderate,1,3-6h,fortnite,417808.0
GD0794,16,Female,Student,5,6.0,Battle Royale,fortnite,Console,134.04,Good,1.35,,5.5,3,6.0,6.0,Fair,Always,False,True,True,0.5,Anxious,Never,False,True,False,Moderate,1,3-6h,fortnite,18167.0
GD0794,16,Female,Student,5,6.0,Battle Royale,fortnite,Console,134.04,Good,1.35,,5.5,3,6.0,6.0,Fair,Always,False,True,True,0.5,Anxious,Never,False,True,False,Moderate,1,3-6h,fortnite,18204.0
GD0795,17,Female,Student,7,4.7,Strategy,sid meier's civilization vi,PC,22.32,Good,3.27,,10.2,3,7.9,5.0,Good,Never,True,False,True,3.1,Irritable,Often,False,False,False,Low,0,3-6h,sid meier's civilization vi,335483.0
GD0795,17,Female,Student,7,4.7,Strategy,sid meier's civilization vi,PC,22.32,Good,3.27,,10.2,3,7.9,5.0,Good,Never,True,False,True,3.1,Irritable,Often,False,False,False,Low,0,3-6h,sid meier's civilization vi,335482.0
GD0795,17,Female,Student,7,4.7,Strategy,sid meier's civilization vi,PC,22.32,Good,3.27,,10.2,3,7.9,5.0,Good,Never,True,False,True,3.1,Irritable,Often,False,False,False,Low,0,3-6h,sid meier's civilization vi,336792.0
GD0796,20,Female,Student,6,3.9,Strategy,starcraft ii,PC,28.45,Below Average,1.16,1.0,8.6,3,8.9,6.0,Good,Often,False,False,False,1.3,Normal,Rarely,False,False,False,Low,0,3-6h,,N/A
GD0797,18,Male,Student,2,7.1,Battle Royale,apex legends,Multi-platform,94.86,Below Average,1.49,,6.8,4,6.3,4.4,Very Poor,Always,True,True,True,0.4,Anxious,Rarely,True,True,False,High,2,6-9h,apex legends,176538.0
GD0797,18,Male,Student,2,7.1,Battle Royale,apex legends,Multi-platform,94.86,Below Average,1.49,,6.8,4,6.3,4.4,Very Poor,Always,True,True,True,0.4,Anxious,Rarely,True,True,False,High,2,6-9h,apex legends,495480.0
GD0797,18,Male,Student,2,7.1,Battle Royale,apex legends,Multi-platform,94.86,Below Average,1.49,,6.8,4,6.3,4.4,Very Poor,Always,True,True,True,0.4,Anxious,Rarely,True,True,False,High,2,6-9h,apex legends,176537.0
GD0798,20,Male,Student,8,2.9,MMO,elder scrolls online,Mobile,41.86,Excellent,2.13,7.0,8.9,1,8.7,7.7,Good,Sometimes,False,False,False,0.6,Euphoric,Never,False,False,False,Low,0,0-3h,,N/A
GD0799,22,Female,Student,11,6.7,RPG,cyberpunk 2077,Multi-platform,59.16,Below Average,3.55,4.0,8.1,4,4.6,4.0,Poor,Sometimes,True,True,True,3.0,Anxious,Daily,True,False,False,Moderate,1,6-9h,cyberpunk 2077,1091500.0
GD0799,22,Female,Student,11,6.7,RPG,cyberpunk 2077,Multi-platform,59.16,Below Average,3.55,4.0,8.1,4,4.6,4.0,Poor,Sometimes,True,True,True,3.0,Anxious,Daily,True,False,False,Moderate,1,6-9h,cyberpunk 2077,487113.0
GD0799,22,Female,Student,11,6.7,RPG,cyberpunk 2077,Multi-platform,59.16,Below Average,3.55,4.0,8.1,4,4.6,4.0,Poor,Sometimes,True,True,True,3.0,Anxious,Daily,True,False,False,Moderate,1,6-9h,cyberpunk 2077,421702.0
GD0799,22,Female,Student,11,6.7,RPG,cyberpunk 2077,Multi-platform,59.16,Below Average,3.55,4.0,8.1,4,4.6,4.0,Poor,Sometimes,True,True,True,3.0,Anxious,Daily,True,False,False,Moderate,1,6-9h,cyberpunk 2077,421362.0
GD0800,27,Male,Professional,15,7.6,MMO,world of warcraft,Mobile,114.21,Good,,5.0,2.8,4,4.6,3.3,Poor,Often,True,True,True,2.2,Withdrawn,Often,True,False,False,Moderate,1,6-9h,,N/A
GD0801,17,Male,Student,4,6.6,MMO,world of warcraft,Mobile,59.22,Below Average,3.68,,6.4,5,5.3,5.8,Very Poor,Never,True,True,True,0.3,Anxious,Often,True,False,False,Moderate,1,6-9h,,N/A
GD0802,19,Male,Student,6,5.3,RPG,cyberpunk 2077,PC,112.89,Average,2.26,2.0,9.2,3,5.6,5.5,Poor,Never,False,False,False,0.2,Angry,Rarely,False,False,False,Low,0,3-6h,cyberpunk 2077,1091500.0
GD0802,19,Male,Student,6,5.3,RPG,cyberpunk 2077,PC,112.89,Average,2.26,2.0,9.2,3,5.6,5.5,Poor,Never,False,False,False,0.2,Angry,Rarely,False,False,False,Low,0,3-6h,cyberpunk 2077,487113.0
GD0802,19,Male,Student,6,5.3,RPG,cyberpunk 2077,PC,112.89,Average,2.26,2.0,9.2,3,5.6,5.5,Poor,Never,False,False,False,0.2,Angry,Rarely,False,False,False,Low,0,3-6h,cyberpunk 2077,421702.0
GD0802,19,Male,Student,6,5.3,RPG,cyberpunk 2077,PC,112.89,Average,2.26,2.0,9.2,3,5.6,5.5,Poor,Never,False,False,False,0.2,Angry,Rarely,False,False,False,Low,0,3-6h,cyberpunk 2077,421362.0
GD0803,17,Other,Student,5,5.6,RPG,skyrim,Multi-platform,148.83,Excellent,1.82,,9.9,3,7.3,6.3,Very Poor,Often,True,False,True,2.5,Depressed,Often,False,True,False,Moderate,1,3-6h,skyrim,2435.0
GD0804,15,Male,Student,4,3.4,MOBA,mobile legends,Console,28.03,Below Average,3.17,,11.9,3,7.2,8.4,Good,Sometimes,False,False,False,1.0,Normal,Rarely,False,False,False,Low,0,0-3h,,N/A
GD0805,15,Male,Student,1,8.2,Strategy,starcraft ii,Mobile,88.12,Below Average,2.36,,4.6,5,5.8,5.3,Poor,Always,True,False,True,1.6,Anxious,Often,False,False,False,Low,0,6-9h,,N/A
GD0806,22,Male,Student,11,10.5,FPS,overwatch,Console,443.88,Poor,1.41,6.0,0.1,6,4.9,4.8,Very Poor,Always,True,False,True,3.1,Irritable,Often,True,True,True,Severe,3,9-12h,,N/A
GD0807,22,Male,Student,6,7.4,RPG,cyberpunk 2077,PC,20.41,Below Average,2.8,5.0,4.6,4,8.2,3.2,Very Poor,Always,True,False,True,2.6,Angry,Often,False,True,False,Moderate,1,6-9h,cyberpunk 2077,1091500.0
GD0807,22,Male,Student,6,7.4,RPG,cyberpunk 2077,PC,20.41,Below Average,2.8,5.0,4.6,4,8.2,3.2,Very Poor,Always,True,False,True,2.6,Angry,Often,False,True,False,Moderate,1,6-9h,cyberpunk 2077,487113.0
GD0807,22,Male,Student,6,7.4,RPG,cyberpunk 2077,PC,20.41,Below Average,2.8,5.0,4.6,4,8.2,3.2,Very Poor,Always,True,False,True,2.6,Angry,Often,False,True,False,Moderate,1,6-9h,cyberpunk 2077,421702.0
GD0807,22,Male,Student,6,7.4,RPG,cyberpunk 2077,PC,20.41,Below Average,2.8,5.0,4.6,4,8.2,3.2,Very Poor,Always,True,False,True,2.6,Angry,Often,False,True,False,Moderate,1,6-9h,cyberpunk 2077,421362.0
GD0808,27,Male,Professional,6,4.7,Battle Royale,pubg,Mobile,121.89,Below Average,,6.0,11.6,1,5.9,5.9,Poor,Never,True,False,True,1.5,Depressed,Rarely,False,False,False,Low,0,3-6h,,N/A
GD0809,16,Male,Student,2,5.0,Mobile Games,pubg mobile,PC,90.52,Below Average,3.18,,9.7,2,8.8,6.1,Fair,Sometimes,True,False,True,1.5,Anxious,Rarely,False,False,False,Low,0,3-6h,,N/A
GD0810,22,Male,Student,6,4.9,Strategy,starcraft ii,Mobile,40.15,Below Average,3.98,9.0,8.9,5,8.9,5.3,Poor,Often,True,False,True,0.4,Angry,Often,False,False,False,Low,0,3-6h,,N/A
GD0811,14,Male,Student,3,8.7,RPG,cyberpunk 2077,PC,259.52,Below Average,2.07,,5.2,6,7.2,5.1,Poor,Always,True,True,True,1.5,Euphoric,Sometimes,False,True,True,Severe,2,6-9h,cyberpunk 2077,1091500.0
GD0811,14,Male,Student,3,8.7,RPG,cyberpunk 2077,PC,259.52,Below Average,2.07,,5.2,6,7.2,5.1,Poor,Always,True,True,True,1.5,Euphoric,Sometimes,False,True,True,Severe,2,6-9h,cyberpunk 2077,487113.0
GD0811,14,Male,Student,3,8.7,RPG,cyberpunk 2077,PC,259.52,Below Average,2.07,,5.2,6,7.2,5.1,Poor,Always,True,True,True,1.5,Euphoric,Sometimes,False,True,True,Severe,2,6-9h,cyberpunk 2077,421702.0
GD0811,14,Male,Student,3,8.7,RPG,cyberpunk 2077,PC,259.52,Below Average,2.07,,5.2,6,7.2,5.1,Poor,Always,True,True,True,1.5,Euphoric,Sometimes,False,True,True,Severe,2,6-9h,cyberpunk 2077,421362.0
GD0812,19,Male,Student,5,1.7,RPG,cyberpunk 2077,Multi-platform,16.37,Good,2.27,3.0,11.2,1,9.3,7.4,Poor,Sometimes,False,False,False,0.5,Normal,Rarely,False,False,False,Low,0,0-3h,cyberpunk 2077,1091500.0
GD0812,19,Male,Student,5,1.7,RPG,cyberpunk 2077,Multi-platform,16.37,Good,2.27,3.0,11.2,1,9.3,7.4,Poor,Sometimes,False,False,False,0.5,Normal,Rarely,False,False,False,Low,0,0-3h,cyberpunk 2077,487113.0
GD0812,19,Male,Student,5,1.7,RPG,cyberpunk 2077,Multi-platform,16.37,Good,2.27,3.0,11.2,1,9.3,7.4,Poor,Sometimes,False,False,False,0.5,Normal,Rarely,False,False,False,Low,0,0-3h,cyberpunk 2077,421702.0
GD0812,19,Male,Student,5,1.7,RPG,cyberpunk 2077,Multi-platform,16.37,Good,2.27,3.0,11.2,1,9.3,7.4,Poor,Sometimes,False,False,False,0.5,Normal,Rarely,False,False,False,Low,0,0-3h,cyberpunk 2077,421362.0
GD0813,18,Male,Student,7,6.8,Mobile Games,genshin impact,PC,26.83,Failing,3.29,,7.9,6,6.8,5.2,Insomnia,Always,False,True,True,0.2,Anxious,Often,True,False,False,Moderate,1,6-9h,genshin impact,410617.0
GD0813,18,Male,Student,7,6.8,Mobile Games,genshin impact,PC,26.83,Failing,3.29,,7.9,6,6.8,5.2,Insomnia,Always,False,True,True,0.2,Anxious,Often,True,False,False,Moderate,1,6-9h,genshin impact,437991.0
GD0813,18,Male,Student,7,6.8,Mobile Games,genshin impact,PC,26.83,Failing,3.29,,7.9,6,6.8,5.2,Insomnia,Always,False,True,True,0.2,Anxious,Often,True,False,False,Moderate,1,6-9h,genshin impact,410618.0
GD0813,18,Male,Student,7,6.8,Mobile Games,genshin impact,PC,26.83,Failing,3.29,,7.9,6,6.8,5.2,Insomnia,Always,False,True,True,0.2,Anxious,Often,True,False,False,Moderate,1,6-9h,genshin impact,748280.0
GD0814,24,Male,Professional,5,8.9,MMO,final fantasy xiv online,PC,391.6,Good,,4.0,2.8,7,4.3,4.7,Very Poor,Never,True,True,True,5.0,Restless,Often,True,True,False,Severe,2,6-9h,final fantasy xiv online,39210.0
GD0815,25,Male,Professional,13,4.2,RPG,elden ring,Console,48.39,Excellent,,5.0,12.8,2,8.5,5.3,Good,Often,False,False,False,1.1,Restless,Often,False,False,False,Low,0,3-6h,elden ring,1245620.0
GD0815,25,Male,Professional,13,4.2,RPG,elden ring,Console,48.39,Excellent,,5.0,12.8,2,8.5,5.3,Good,Often,False,False,False,1.1,Restless,Often,False,False,False,Low,0,3-6h,elden ring,489212.0
GD0816,18,Male,Student,7,6.9,Strategy,sid meier's civilization vi,Console,146.82,Below Average,3.77,,9.4,3,7.5,5.7,Poor,Often,False,False,False,3.6,Restless,Sometimes,True,True,False,High,2,6-9h,sid meier's civilization vi,335483.0
GD0816,18,Male,Student,7,6.9,Strategy,sid meier's civilization vi,Console,146.82,Below Average,3.77,,9.4,3,7.5,5.7,Poor,Often,False,False,False,3.6,Restless,Sometimes,True,True,False,High,2,6-9h,sid meier's civilization vi,335482.0
GD0816,18,Male,Student,7,6.9,Strategy,sid meier's civilization vi,Console,146.82,Below Average,3.77,,9.4,3,7.5,5.7,Poor,Often,False,False,False,3.6,Restless,Sometimes,True,True,False,High,2,6-9h,sid meier's civilization vi,336792.0
GD0817,27,Male,Professional,10,6.0,MOBA,dota 2,Multi-platform,107.64,Excellent,,10.0,9.4,3,5.6,6.3,Very Poor,Rarely,True,True,True,1.1,Euphoric,Daily,False,True,False,Moderate,1,3-6h,dota 2,570.0
GD0818,19,Male,Student,1,11.0,Mobile Games,clash of clans,Console,341.34,Failing,1.88,9.0,0.0,6,4.7,5.3,Insomnia,Sometimes,True,False,True,1.4,Euphoric,Often,False,False,False,Moderate,0,9-12h,,N/A
GD0819,18,Male,Student,8,11.9,MOBA,dota 2,Multi-platform,97.11,Average,1.03,,1.7,7,3.6,5.7,Good,Always,True,False,True,0.7,Restless,Daily,True,True,False,Severe,2,9-12h,dota 2,570.0
GD0820,18,Male,Student,5,6.3,RPG,skyrim,Multi-platform,147.18,Average,3.41,,5.8,3,6.2,6.0,Fair,Often,True,False,True,0.2,Irritable,Rarely,False,True,False,Moderate,1,3-6h,skyrim,2435.0
GD0821,21,Male,Student,5,2.2,Mobile Games,candy crush,Console,0.44,Excellent,3.16,1.0,14.8,1,9.8,7.7,Fair,Often,False,False,False,0.0,Euphoric,Often,False,False,False,Low,0,0-3h,,N/A
GD0822,23,Female,Professional,5,6.2,MOBA,dota 2,Mobile,130.71,Good,,10.0,5.9,3,8.6,5.3,Good,Sometimes,False,False,False,2.7,Anxious,Daily,False,True,False,Moderate,1,3-6h,dota 2,570.0
GD0823,22,Female,Student,1,9.3,FPS,call of duty,Multi-platform,377.17,Poor,3.56,10.0,4.0,6,3.7,5.4,Very Poor,Often,True,True,True,1.5,Restless,Often,True,True,True,Severe,3,9-12h,,N/A
GD0824,20,Male,Student,1,5.6,MOBA,mobile legends,Multi-platform,141.67,Poor,3.33,9.0,9.0,4,8.0,5.9,Fair,Never,True,True,True,1.9,Anxious,Rarely,False,True,False,Moderate,1,3-6h,,N/A
GD0825,20,Male,Student,6,6.2,Battle Royale,fortnite,PC,142.95,Good,2.19,3.0,10.0,3,8.5,5.6,Good,Always,True,True,True,0.2,Euphoric,Daily,False,True,False,Moderate,1,3-6h,fortnite,18141.0
GD0825,20,Male,Student,6,6.2,Battle Royale,fortnite,PC,142.95,Good,2.19,3.0,10.0,3,8.5,5.6,Good,Always,True,True,True,0.2,Euphoric,Daily,False,True,False,Moderate,1,3-6h,fortnite,417808.0
GD0825,20,Male,Student,6,6.2,Battle Royale,fortnite,PC,142.95,Good,2.19,3.0,10.0,3,8.5,5.6,Good,Always,True,True,True,0.2,Euphoric,Daily,False,True,False,Moderate,1,3-6h,fortnite,18167.0
GD0825,20,Male,Student,6,6.2,Battle Royale,fortnite,PC,142.95,Good,2.19,3.0,10.0,3,8.5,5.6,Good,Always,True,True,True,0.2,Euphoric,Daily,False,True,False,Moderate,1,3-6h,fortnite,18204.0
GD0826,19,Female,Student,6,7.1,MOBA,mobile legends,Mobile,83.29,Average,1.38,6.0,9.6,3,5.2,5.1,Very Poor,Never,True,True,True,1.0,Anxious,Daily,True,False,False,Moderate,1,6-9h,,N/A
GD0827,30,Male,Professional,5,7.0,Battle Royale,pubg,Console,44.15,Below Average,,1.0,6.8,4,8.5,3.7,Fair,Often,False,True,True,4.7,Anxious,Daily,True,True,False,High,2,6-9h,,N/A
GD0828,16,Male,Student,4,3.7,Strategy,age of empires,Multi-platform,6.16,Good,2.89,,12.8,3,9.2,6.6,Good,Always,False,False,False,0.4,Euphoric,Rarely,False,False,False,Low,0,3-6h,,N/A
GD0829,23,Male,Professional,6,3.3,Battle Royale,pubg,Console,44.8,Excellent,,3.0,8.8,1,6.8,7.4,Fair,Often,False,False,False,0.6,Normal,Often,False,False,False,Low,0,0-3h,,N/A
GD0830,21,Male,Student,2,7.6,Mobile Games,pubg mobile,Console,80.72,Good,3.53,6.0,7.1,3,6.4,5.7,Poor,Rarely,True,False,True,0.8,Anxious,Often,False,True,False,Moderate,1,6-9h,,N/A
GD0831,22,Female,Student,5,6.4,Battle Royale,warzone,Multi-platform,18.13,Average,2.18,2.0,10.3,4,7.3,5.4,Very Poor,Sometimes,True,False,True,1.6,Excited,Sometimes,False,True,False,Moderate,1,6-9h,warzone,712230.0
GD0831,22,Female,Student,5,6.4,Battle Royale,warzone,Multi-platform,18.13,Average,2.18,2.0,10.3,4,7.3,5.4,Very Poor,Sometimes,True,False,True,1.6,Excited,Sometimes,False,True,False,Moderate,1,6-9h,warzone,2298160.0
GD0832,24,Male,Professional,2,5.0,Battle Royale,warzone,Console,120.77,Below Average,,7.0,11.4,4,8.4,5.1,Poor,Never,True,False,True,0.0,Restless,Often,False,False,False,Low,0,3-6h,warzone,712230.0
GD0832,24,Male,Professional,2,5.0,Battle Royale,warzone,Console,120.77,Below Average,,7.0,11.4,4,8.4,5.1,Poor,Never,True,False,True,0.0,Restless,Often,False,False,False,Low,0,3-6h,warzone,2298160.0
GD0833,19,Female,Student,5,4.2,Strategy,age of empires,PC,28.98,Average,3.38,8.0,8.3,1,7.5,5.3,Very Poor,Never,False,False,False,0.8,Euphoric,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0834,23,Female,Professional,9,10.2,Strategy,sid meier's civilization vi,Mobile,307.08,Below Average,,5.0,0.7,8,3.1,5.1,Very Poor,Never,True,True,True,1.0,Anxious,Sometimes,True,False,True,Severe,2,9-12h,sid meier's civilization vi,335483.0
GD0834,23,Female,Professional,9,10.2,Strategy,sid meier's civilization vi,Mobile,307.08,Below Average,,5.0,0.7,8,3.1,5.1,Very Poor,Never,True,True,True,1.0,Anxious,Sometimes,True,False,True,Severe,2,9-12h,sid meier's civilization vi,335482.0
GD0834,23,Female,Professional,9,10.2,Strategy,sid meier's civilization vi,Mobile,307.08,Below Average,,5.0,0.7,8,3.1,5.1,Very Poor,Never,True,True,True,1.0,Anxious,Sometimes,True,False,True,Severe,2,9-12h,sid meier's civilization vi,336792.0
GD0835,19,Male,Student,7,5.1,MOBA,mobile legends,Console,111.43,Below Average,2.29,3.0,9.3,3,7.1,6.5,Fair,Often,True,False,True,1.4,Normal,Never,False,False,False,Low,0,3-6h,,N/A
GD0836,20,Female,Student,7,8.1,Battle Royale,fortnite,Console,47.01,Poor,1.79,5.0,7.9,6,7.8,5.7,Very Poor,Never,False,True,True,0.8,Euphoric,Never,True,True,True,Severe,3,6-9h,fortnite,18141.0
GD0836,20,Female,Student,7,8.1,Battle Royale,fortnite,Console,47.01,Poor,1.79,5.0,7.9,6,7.8,5.7,Very Poor,Never,False,True,True,0.8,Euphoric,Never,True,True,True,Severe,3,6-9h,fortnite,417808.0
GD0836,20,Female,Student,7,8.1,Battle Royale,fortnite,Console,47.01,Poor,1.79,5.0,7.9,6,7.8,5.7,Very Poor,Never,False,True,True,0.8,Euphoric,Never,True,True,True,Severe,3,6-9h,fortnite,18167.0
GD0836,20,Female,Student,7,8.1,Battle Royale,fortnite,Console,47.01,Poor,1.79,5.0,7.9,6,7.8,5.7,Very Poor,Never,False,True,True,0.8,Euphoric,Never,True,True,True,Severe,3,6-9h,fortnite,18204.0
GD0837,19,Male,Student,7,6.9,Mobile Games,clash of clans,PC,127.17,Poor,2.07,2.0,7.6,3,5.2,3.5,Very Poor,Sometimes,True,False,True,4.3,Restless,Sometimes,True,True,False,High,2,6-9h,,N/A
GD0838,24,Male,Professional,3,4.5,Mobile Games,genshin impact,Multi-platform,145.25,Average,,5.0,6.3,2,8.5,6.6,Fair,Sometimes,True,False,True,2.2,Normal,Often,False,False,False,Low,0,3-6h,genshin impact,410617.0
GD0838,24,Male,Professional,3,4.5,Mobile Games,genshin impact,Multi-platform,145.25,Average,,5.0,6.3,2,8.5,6.6,Fair,Sometimes,True,False,True,2.2,Normal,Often,False,False,False,Low,0,3-6h,genshin impact,437991.0
GD0838,24,Male,Professional,3,4.5,Mobile Games,genshin impact,Multi-platform,145.25,Average,,5.0,6.3,2,8.5,6.6,Fair,Sometimes,True,False,True,2.2,Normal,Often,False,False,False,Low,0,3-6h,genshin impact,410618.0
GD0838,24,Male,Professional,3,4.5,Mobile Games,genshin impact,Multi-platform,145.25,Average,,5.0,6.3,2,8.5,6.6,Fair,Sometimes,True,False,True,2.2,Normal,Often,False,False,False,Low,0,3-6h,genshin impact,748280.0
GD0839,18,Female,Student,4,6.1,RPG,elden ring,Multi-platform,31.46,Excellent,3.87,,6.9,4,7.4,6.6,Fair,Rarely,True,False,True,2.2,Normal,Often,False,True,False,Moderate,1,3-6h,elden ring,1245620.0
GD0839,18,Female,Student,4,6.1,RPG,elden ring,Multi-platform,31.46,Excellent,3.87,,6.9,4,7.4,6.6,Fair,Rarely,True,False,True,2.2,Normal,Often,False,True,False,Moderate,1,3-6h,elden ring,489212.0
GD0840,27,Other,Professional,7,8.8,FPS,call of duty,Console,66.85,Average,,10.0,5.2,6,6.0,3.4,Very Poor,Rarely,False,True,True,0.5,Irritable,Daily,True,True,True,Severe,3,6-9h,,N/A
GD0841,19,Female,Student,2,5.3,MMO,world of warcraft,Multi-platform,36.25,Below Average,1.54,9.0,6.6,5,5.7,5.7,Fair,Often,True,False,True,1.9,Restless,Never,False,False,False,Low,0,3-6h,,N/A
GD0842,16,Male,Student,5,9.0,FPS,call of duty,Multi-platform,315.72,Poor,2.8,,3.8,6,7.0,5.8,Poor,Rarely,False,True,True,0.3,Irritable,Rarely,True,True,True,Severe,3,6-9h,,N/A
GD0843,23,Male,Professional,10,8.3,Strategy,starcraft ii,PC,14.06,Failing,,4.0,3.1,5,7.6,3.8,Very Poor,Always,True,False,True,7.6,Restless,Sometimes,False,False,False,Low,0,6-9h,,N/A
GD0844,20,Male,Student,2,0.7,FPS,counter-strike: global offensive,Mobile,16.79,Good,2.36,5.0,14.2,1,8.3,7.0,Good,Always,False,False,False,0.4,Euphoric,Rarely,False,False,False,Low,0,0-3h,counter-strike: global offensive,3468.0
GD0845,19,Male,Student,8,10.9,Strategy,starcraft ii,Console,486.86,Good,2.39,5.0,0.0,7,4.6,5.7,Very Poor,Always,True,True,True,3.7,Anxious,Never,True,False,True,Severe,2,9-12h,,N/A
GD0846,21,Female,Student,9,10.1,Strategy,sid meier's civilization vi,PC,216.97,Below Average,3.04,2.0,0.8,8,5.2,4.1,Poor,Always,True,True,True,2.4,Anxious,Rarely,False,False,True,High,1,9-12h,sid meier's civilization vi,335483.0
GD0846,21,Female,Student,9,10.1,Strategy,sid meier's civilization vi,PC,216.97,Below Average,3.04,2.0,0.8,8,5.2,4.1,Poor,Always,True,True,True,2.4,Anxious,Rarely,False,False,True,High,1,9-12h,sid meier's civilization vi,335482.0
GD0846,21,Female,Student,9,10.1,Strategy,sid meier's civilization vi,PC,216.97,Below Average,3.04,2.0,0.8,8,5.2,4.1,Poor,Always,True,True,True,2.4,Anxious,Rarely,False,False,True,High,1,9-12h,sid meier's civilization vi,336792.0
GD0847,20,Female,Student,4,5.7,MMO,elder scrolls online,Mobile,45.63,Below Average,3.04,9.0,6.2,4,5.0,6.1,Fair,Rarely,True,True,True,0.7,Depressed,Sometimes,False,False,False,Low,0,3-6h,,N/A
GD0848,21,Male,Student,11,7.0,MMO,world of warcraft,Console,100.91,Failing,3.46,6.0,6.1,5,5.6,5.9,Insomnia,Rarely,True,True,True,1.4,Restless,Often,True,True,False,High,2,6-9h,,N/A
GD0849,23,Male,Professional,9,7.3,MOBA,league of legends,Multi-platform,29.85,Poor,,4.0,5.2,3,8.5,5.6,Very Poor,Often,False,True,True,0.4,Restless,Sometimes,False,False,False,Low,0,6-9h,,N/A
GD0850,21,Female,Student,11,6.1,Strategy,sid meier's civilization vi,PC,102.56,Poor,3.62,8.0,9.4,4,5.1,6.4,Very Poor,Never,False,True,True,1.9,Irritable,Often,False,True,False,Moderate,1,3-6h,sid meier's civilization vi,335483.0
